,8,9,10,11
90,18,21,19,22
89,,,18,21
88,,20,,
87,17,,,20
86,,19,17,
85,16,,,19
84,,18,16,
83,,,,18
82,15,17,,
81,,,15,
80,,,,17
79,14,16,14,
78,,,,16
77,13,15,,
76,,,13,15
75,,14,,
74,12,,12,14
73,,13,,
72,11,,,13
71,,12,11,
70,,,,12
69,10,,10,
68,,11,,
67,,,,11
66,9,10,9,
65,,,,10
64,8,9,8,
63,,,,9
62,,8,,
61,7,,7,8
60,,7,,
59,,,6,7
58,6,,,
57,,6,,6
56,5,,5,
55,,5,,
54,,,4,5
53,4,4,,
52,,,,4
51,3,3,3,
50,,,,3
49,,2,2,
48,2,,,2
47,,,,
46,,1,1,1
45,1,,,
44,,0,0,0
43,0,,,
42,,,,
41,,,,
40,,,,
