,8,9,10,11
90,12,11,13,10
89,,,,
88,,,,
87,11,10,12,9
86,,,,
85,,,,
84,,,,
83,10,,11,
82,,9,,8
81,,,,
80,,,,
79,9,,10,
78,,8,,
77,,,,7
76,,,9,
75,8,,,
74,,7,,
73,,,,6
72,,,8,
71,7,,,
70,,6,,
69,,,7,
68,,,,5
67,,,,
66,6,,,
65,,5,6,
64,,,,
63,,,,4
62,5,,5,
61,,4,,
60,,,,
59,,,,
58,4,,4,3
57,,3,,
56,,,,
55,,,3,
54,3,,,2
53,,,,
52,,2,,
51,,,2,
50,2,,,
49,,,,1
48,,1,1,
47,,,,
46,1,,,
45,,,,
44,,0,0,0
43,,,,
42,0,,,
41,,,,
40,,,,
